product_id;nom;image;statut;nb_produits;categorie
"e10e10d5-9c80-40de-a913-b9cb93a595b2";"Terrine de campagne coup de cœur 0";"/images/terminal-3/platters/charcuterie/source/13061506-D5BF-4F53-97AD-965114D7B4BD.PNG";"Image générique utilisée par plusieurs produits";"12";"Charcuterie"
"aea7c41d-a27d-4ef0-b95b-8ba757010e41";"Rillettes tradition 1";"/images/terminal-3/platters/charcuterie/source/4F7E2465-86D8-4241-8DC1-4CA947FCF77E.PNG";"Image générique utilisée par plusieurs produits";"12";"Charcuterie"
"d052fdae-8337-490b-ae43-7c9276daee19";"Pâté en croûte sélection 2";"/images/terminal-3/platters/charcuterie/platter-charcuterie-01.webp";"Image générique utilisée par plusieurs produits";"11";"Charcuterie"
"9d228b99-ec21-485f-9dfe-963e2f0b03ac";"Mousse de foie artisanal 3";"/images/terminal-3/platters/charcuterie/platter-charcuterie-02.webp";"Image générique utilisée par plusieurs produits";"10";"Charcuterie"
"0dedc5d2-7998-40e8-a357-7c80711d8bb1";"Boudin fumé 4";"/images/terminal-3/platters/charcuterie/platter-charcuterie-03.webp";"Image générique utilisée par plusieurs produits";"11";"Charcuterie"
"72f64139-6462-488d-8776-9382dbe97a18";"Saucisson sec premium 5";"/images/terminal-3/platters/charcuterie/source/0C224C39-FAC8-4D79-93AC-3CE2976D80EF.PNG";"Image générique utilisée par plusieurs produits";"11";"Charcuterie"
"e565d4fc-d1b6-4728-983f-5e38af512397";"Rosette de Lyon maison 6";"/images/terminal-3/platters/charcuterie/source/13061506-D5BF-4F53-97AD-965114D7B4BD.PNG";"Image générique utilisée par plusieurs produits";"12";"Charcuterie"
"d850fd00-d523-4514-9870-bb95654580b7";"Chorizo doux coup de cœur 7";"/images/terminal-3/platters/charcuterie/source/4F7E2465-86D8-4241-8DC1-4CA947FCF77E.PNG";"Image générique utilisée par plusieurs produits";"12";"Charcuterie"
"512d24ab-545d-4dac-8df6-609b748ff75f";"Chorizo fort tradition 8";"/images/terminal-3/platters/charcuterie/platter-charcuterie-01.webp";"Image générique utilisée par plusieurs produits";"11";"Charcuterie"
"2ef3c37c-e6e2-4c23-900a-86f8ed69a013";"Saucisse sèche sélection 9";"/images/terminal-3/platters/charcuterie/platter-charcuterie-02.webp";"Image générique utilisée par plusieurs produits";"10";"Charcuterie"
"d393ff51-fb27-48c0-8498-73d8af0c577c";"Jambon de Parme artisanal 10";"/images/terminal-3/platters/charcuterie/platter-charcuterie-03.webp";"Image générique utilisée par plusieurs produits";"11";"Charcuterie"
"84b7c23d-84cf-45aa-8551-c92845c66890";"Jambon Serrano fumé 11";"/images/terminal-3/platters/charcuterie/source/0C224C39-FAC8-4D79-93AC-3CE2976D80EF.PNG";"Image générique utilisée par plusieurs produits";"11";"Charcuterie"
"44cdf4c0-8b39-4b3c-a11c-3a55735fc2d3";"Jambon fumé premium 12";"/images/terminal-3/platters/charcuterie/source/13061506-D5BF-4F53-97AD-965114D7B4BD.PNG";"Image générique utilisée par plusieurs produits";"12";"Charcuterie"
"9ae485c5-d3e0-4400-a43a-2f54d3c3d0bf";"Jambon de dinde maison 13";"/images/terminal-3/platters/charcuterie/source/4F7E2465-86D8-4241-8DC1-4CA947FCF77E.PNG";"Image générique utilisée par plusieurs produits";"12";"Charcuterie"
"3ad359e3-ac0c-4a4b-9ede-fd5f13a06522";"Filet mignon coup de cœur 14";"/images/terminal-3/platters/charcuterie/platter-charcuterie-01.webp";"Image générique utilisée par plusieurs produits";"11";"Charcuterie"
"44bf7457-4c2e-4592-b8c0-b4a34a6fced9";"Terrine de campagne tradition 15";"/images/terminal-3/platters/charcuterie/platter-charcuterie-02.webp";"Image générique utilisée par plusieurs produits";"10";"Charcuterie"
"4de4d919-ef0e-4375-aed3-72289c13d5bf";"Rillettes sélection 16";"/images/terminal-3/platters/charcuterie/platter-charcuterie-03.webp";"Image générique utilisée par plusieurs produits";"11";"Charcuterie"
"494cb12c-78c1-4c97-8b03-da19aabd1ae6";"Pâté en croûte artisanal 17";"/images/terminal-3/platters/charcuterie/source/0C224C39-FAC8-4D79-93AC-3CE2976D80EF.PNG";"Image générique utilisée par plusieurs produits";"11";"Charcuterie"
"df85c389-d286-4ad9-bc56-49c5e24ff317";"Mousse de foie fumé 18";"/images/terminal-3/platters/charcuterie/source/13061506-D5BF-4F53-97AD-965114D7B4BD.PNG";"Image générique utilisée par plusieurs produits";"12";"Charcuterie"
"233c93e5-9a5f-4801-983b-dd41680439fe";"Boudin premium 19";"/images/terminal-3/platters/charcuterie/source/4F7E2465-86D8-4241-8DC1-4CA947FCF77E.PNG";"Image générique utilisée par plusieurs produits";"12";"Charcuterie"
"8d0d688b-701e-4659-bcc0-7736ab3f8fec";"Saucisson sec maison 20";"/images/terminal-3/platters/charcuterie/platter-charcuterie-01.webp";"Image générique utilisée par plusieurs produits";"11";"Charcuterie"
"1793bfb6-c3a2-45f9-8d2e-46917a3e5b11";"Rosette de Lyon coup de cœur 21";"/images/terminal-3/platters/charcuterie/platter-charcuterie-02.webp";"Image générique utilisée par plusieurs produits";"10";"Charcuterie"
"57a5c1d9-24c0-48d3-8811-c47e6dbd0442";"Chorizo doux tradition 22";"/images/terminal-3/platters/charcuterie/platter-charcuterie-03.webp";"Image générique utilisée par plusieurs produits";"11";"Charcuterie"
"0d827e80-5a2f-4d5f-ae1a-c9aa801a3ca7";"Chorizo fort sélection 23";"/images/terminal-3/platters/charcuterie/source/0C224C39-FAC8-4D79-93AC-3CE2976D80EF.PNG";"Image générique utilisée par plusieurs produits";"11";"Charcuterie"
"0003d114-7598-423a-9adf-18764ce49ec9";"Saucisse sèche artisanal 24";"/images/terminal-3/platters/charcuterie/source/13061506-D5BF-4F53-97AD-965114D7B4BD.PNG";"Image générique utilisée par plusieurs produits";"12";"Charcuterie"
"128180a0-1872-4e80-b2ad-6fc7dd68908f";"Jambon de Parme fumé 25";"/images/terminal-3/platters/charcuterie/source/4F7E2465-86D8-4241-8DC1-4CA947FCF77E.PNG";"Image générique utilisée par plusieurs produits";"12";"Charcuterie"
"79ac70b4-7903-4e73-a71d-416fb0253d59";"Jambon Serrano premium 26";"/images/terminal-3/platters/charcuterie/platter-charcuterie-01.webp";"Image générique utilisée par plusieurs produits";"11";"Charcuterie"
"e9b20e01-1fc0-426e-a9c1-38ac257b769c";"Jambon fumé maison 27";"/images/terminal-3/platters/charcuterie/platter-charcuterie-02.webp";"Image générique utilisée par plusieurs produits";"10";"Charcuterie"
"b7717296-7285-4adf-a007-223b5f548d8f";"Jambon de dinde coup de cœur 28";"/images/terminal-3/platters/charcuterie/platter-charcuterie-03.webp";"Image générique utilisée par plusieurs produits";"11";"Charcuterie"
"6f058784-1a64-43a8-9bf5-57867f19edeb";"Filet mignon tradition 29";"/images/terminal-3/platters/charcuterie/source/0C224C39-FAC8-4D79-93AC-3CE2976D80EF.PNG";"Image générique utilisée par plusieurs produits";"11";"Charcuterie"
"c66bb260-402a-42a6-a411-673d291982b0";"Terrine de campagne sélection 30";"/images/terminal-3/platters/charcuterie/source/13061506-D5BF-4F53-97AD-965114D7B4BD.PNG";"Image générique utilisée par plusieurs produits";"12";"Charcuterie"
"df279be3-67cc-43df-9bf5-655553728829";"Rillettes artisanal 31";"/images/terminal-3/platters/charcuterie/source/4F7E2465-86D8-4241-8DC1-4CA947FCF77E.PNG";"Image générique utilisée par plusieurs produits";"12";"Charcuterie"
"4683c5bf-2d3f-4f6e-8464-c8d243139539";"Pâté en croûte fumé 32";"/images/terminal-3/platters/charcuterie/platter-charcuterie-01.webp";"Image générique utilisée par plusieurs produits";"11";"Charcuterie"
"90d640c1-391f-460e-9721-3eb061ee5743";"Mousse de foie premium 33";"/images/terminal-3/platters/charcuterie/platter-charcuterie-02.webp";"Image générique utilisée par plusieurs produits";"10";"Charcuterie"
"20121649-89f0-4ac1-b10b-aa2a8ea085c8";"Boudin maison 34";"/images/terminal-3/platters/charcuterie/platter-charcuterie-03.webp";"Image générique utilisée par plusieurs produits";"11";"Charcuterie"
"b2a01ce8-6783-4d22-93f0-dd4b12ec6619";"Saucisson sec coup de cœur 35";"/images/terminal-3/platters/charcuterie/source/0C224C39-FAC8-4D79-93AC-3CE2976D80EF.PNG";"Image générique utilisée par plusieurs produits";"11";"Charcuterie"
"e16c379a-182e-4e24-9561-fb96c81935d0";"Rosette de Lyon tradition 36";"/images/terminal-3/platters/charcuterie/source/13061506-D5BF-4F53-97AD-965114D7B4BD.PNG";"Image générique utilisée par plusieurs produits";"12";"Charcuterie"
"5c838929-f51e-43cf-bfc2-06c7d33c4b6a";"Chorizo doux sélection 37";"/images/terminal-3/platters/charcuterie/source/4F7E2465-86D8-4241-8DC1-4CA947FCF77E.PNG";"Image générique utilisée par plusieurs produits";"12";"Charcuterie"
"6dba5fdf-b8db-46c0-afd6-ccb54f6a7d57";"Chorizo fort artisanal 38";"/images/terminal-3/platters/charcuterie/platter-charcuterie-01.webp";"Image générique utilisée par plusieurs produits";"11";"Charcuterie"
"f876f164-0ccd-4431-8a25-b662c9f7dd45";"Saucisse sèche fumé 39";"/images/terminal-3/platters/charcuterie/platter-charcuterie-02.webp";"Image générique utilisée par plusieurs produits";"10";"Charcuterie"
"9c62fded-4d78-4b40-953c-932e38c8e5cc";"Jambon de Parme premium 40";"/images/terminal-3/platters/charcuterie/platter-charcuterie-03.webp";"Image générique utilisée par plusieurs produits";"11";"Charcuterie"
"8c3b0433-4236-4433-8a37-fd4a0fe3361a";"Jambon Serrano maison 41";"/images/terminal-3/platters/charcuterie/source/0C224C39-FAC8-4D79-93AC-3CE2976D80EF.PNG";"Image générique utilisée par plusieurs produits";"11";"Charcuterie"
"af66da51-23f7-4b2a-ad9e-67ead35fdef8";"Jambon fumé coup de cœur 42";"/images/terminal-3/platters/charcuterie/source/13061506-D5BF-4F53-97AD-965114D7B4BD.PNG";"Image générique utilisée par plusieurs produits";"12";"Charcuterie"
"5b435ffc-0c58-42cf-a158-3b670d01740f";"Jambon de dinde tradition 43";"/images/terminal-3/platters/charcuterie/source/4F7E2465-86D8-4241-8DC1-4CA947FCF77E.PNG";"Image générique utilisée par plusieurs produits";"12";"Charcuterie"
"fc419431-e8a1-4729-812c-046e01ed3fcc";"Filet mignon sélection 44";"/images/terminal-3/platters/charcuterie/platter-charcuterie-01.webp";"Image générique utilisée par plusieurs produits";"11";"Charcuterie"
"e7780734-884b-4530-b200-61fb061d01c5";"Terrine de campagne artisanal 45";"/images/terminal-3/platters/charcuterie/platter-charcuterie-02.webp";"Image générique utilisée par plusieurs produits";"10";"Charcuterie"
"36a1c00c-6c7c-4c35-9093-83b9d39fa889";"Rillettes fumé 46";"/images/terminal-3/platters/charcuterie/platter-charcuterie-03.webp";"Image générique utilisée par plusieurs produits";"11";"Charcuterie"
"261e409e-6cb2-45bf-83cb-d20f78304f1b";"Pâté en croûte premium 47";"/images/terminal-3/platters/charcuterie/source/0C224C39-FAC8-4D79-93AC-3CE2976D80EF.PNG";"Image générique utilisée par plusieurs produits";"11";"Charcuterie"
"beb14e23-e0a0-4961-8852-b10f485a99f8";"Mousse de foie maison 48";"/images/terminal-3/platters/charcuterie/source/13061506-D5BF-4F53-97AD-965114D7B4BD.PNG";"Image générique utilisée par plusieurs produits";"12";"Charcuterie"
"15431e31-8f14-415a-b081-5954aba52299";"Boudin coup de cœur 49";"/images/terminal-3/platters/charcuterie/source/4F7E2465-86D8-4241-8DC1-4CA947FCF77E.PNG";"Image générique utilisée par plusieurs produits";"12";"Charcuterie"
"661f2e26-92a2-44f1-8be1-ee41f36f5119";"Saumon fumé d'Écosse tradition 0";"/images/terminal-3/fish/salmon/fish-salmon-11.webp";"Correctement associée";"1";"Poissons fumés"
"3af7773c-2778-4c4a-a48a-2a3321d70af9";"Saumon gravlax sélection 1";"/images/terminal-3/fish/salmon/fish-salmon-12.webp";"Correctement associée";"1";"Poissons fumés"
"73d78be2-3752-4f1a-a674-46f4171869e6";"Saumon fumé norvégien artisanal 2";"/images/terminal-3/fish/salmon/fish-salmon-13.webp";"Correctement associée";"1";"Poissons fumés"
"caa2db9f-5513-4825-a044-c1fadc2a9d11";"Truite fumée fumé 3";"/images/terminal-3/fish/salmon/fish-salmon-14.webp";"Correctement associée";"1";"Poissons fumés"
"08e77c6b-a5f5-4db6-a42a-d91d87e203bc";"Maquereau fumé premium 4";"/images/terminal-3/fish/salmon/fish-salmon-15.webp";"Correctement associée";"1";"Poissons fumés"
"d04ce16f-cbf2-4f2c-892b-0bcb7933814a";"Hareng fumé maison 5";"/images/terminal-3/fish/salmon/fish-salmon-16.webp";"Correctement associée";"1";"Poissons fumés"
"b37074e9-c03f-41f0-8467-faaaf3d691a0";"Sardine fumée coup de cœur 6";"/images/terminal-3/fish/salmon/fish-salmon-17.webp";"Correctement associée";"1";"Poissons fumés"
"784dfeff-3c1f-4059-8b13-6e557480095a";"Filet de saumon tradition 7";"/images/terminal-3/fish/salmon/fish-salmon-18.webp";"Correctement associée";"1";"Poissons fumés"
"e48f176d-6d41-46eb-bf64-8c8554e73d66";"Roses de saumon sélection 8";"/images/terminal-3/fish/salmon/fish-salmon-19.webp";"Correctement associée";"1";"Poissons fumés"
"d7a1ece6-fe0d-48e5-88cc-be1372ff70a1";"Toast de saumon artisanal 9";"/images/terminal-3/fish/salmon/fish-salmon-sarfati-01.webp";"Correctement associée";"1";"Poissons fumés"
"323871bd-c243-4d21-960a-58aa26214f93";"Saumon fumé d'Écosse fumé 10";"/images/terminal-3/fish/salmon/fish-salmon-sarfati-02.webp";"Correctement associée";"1";"Poissons fumés"
"27abd248-1d6f-40b0-8cc5-d58dde418861";"Saumon gravlax premium 11";"/images/terminal-3/fish/salmon/fish-salmon-sarfati-03.webp";"Correctement associée";"1";"Poissons fumés"
"f27afad9-6577-407c-980b-25639bf74feb";"Saumon fumé norvégien maison 12";"/images/terminal-3/fish/salmon/fish-salmon-sarfati-04.webp";"Correctement associée";"1";"Poissons fumés"
"d6745ee9-5a71-49d8-8e9c-3c1b2220a82e";"Truite fumée coup de cœur 13";"/images/terminal-3/fish/salmon/fish-salmon-sarfati-05.webp";"Correctement associée";"1";"Poissons fumés"
"1e0ddcc0-3709-4efd-b1e4-88748bcb1ff7";"Maquereau fumé tradition 14";"/images/terminal-3/fish/salmon/fish-salmon-sarfati-06.webp";"Correctement associée";"1";"Poissons fumés"
"a3e66834-885b-46e1-8ad1-0c9447ce6aec";"Hareng fumé sélection 15";"/images/terminal-3/fish/salmon/fish-salmon-sarfati-07.webp";"Correctement associée";"1";"Poissons fumés"
"8f388549-0bf5-4022-9713-b1b47a3a7d3e";"Sardine fumée artisanal 16";"/images/terminal-3/fish/salmon/fish-salmon-sarfati-08.webp";"Correctement associée";"1";"Poissons fumés"
"8f8b57d2-2165-4a6c-b688-b23592160007";"Filet de saumon fumé 17";"/images/terminal-3/fish/salmon/source/1250CF29-FB26-43A8-9382-B83E5FEF0D83 3.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"699cd697-b86b-4386-b45f-002d76f8f71f";"Roses de saumon premium 18";"/images/terminal-3/fish/salmon/source/1250CF29-FB26-43A8-9382-B83E5FEF0D83.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"f51c7ffa-d73c-4470-a617-8a7dc05000c5";"Toast de saumon maison 19";"/images/terminal-3/fish/salmon/source/1F0CF3D9-84A2-4B72-B354-7437D09B7A84 3.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"fa6e934c-9105-4acd-84ed-68a3ab05b1f2";"Saumon fumé d'Écosse coup de cœur 20";"/images/terminal-3/fish/salmon/source/1F0CF3D9-84A2-4B72-B354-7437D09B7A84.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"e89b0361-0a94-4e39-9cf4-9d9402d64e92";"Saumon gravlax tradition 21";"/images/terminal-3/fish/salmon/source/3BA6E8D1-2572-46D3-8DD9-463E2A0E137E.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"e34ea8a5-7f01-4994-91e9-8a3468eda0f9";"Saumon fumé norvégien sélection 22";"/images/terminal-3/fish/salmon/source/673CDBC2-BE2E-45C3-8DF0-E2C289095255 3.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"633ba065-5a6d-4475-b001-a83cbd5c66b5";"Truite fumée artisanal 23";"/images/terminal-3/fish/salmon/source/673CDBC2-BE2E-45C3-8DF0-E2C289095255.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"41d3acdd-eecd-43ab-8cee-9ee2275f8049";"Maquereau fumé fumé 24";"/images/terminal-3/fish/salmon/source/8E247F31-CC39-418A-B6D0-75F2795FABE2 3.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"72c7708a-dcc1-4ea1-a519-d6e067ec1bd3";"Hareng fumé premium 25";"/images/terminal-3/fish/salmon/source/8E247F31-CC39-418A-B6D0-75F2795FABE2.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"33704906-234e-4e79-9921-9c16f0d5afbd";"Sardine fumée maison 26";"/images/terminal-3/fish/salmon/source/949E2F7A-2DCD-4D7D-BD1D-846B67944652 3.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"920f0186-dac1-44c1-be2b-c7d0c42731d9";"Filet de saumon coup de cœur 27";"/images/terminal-3/fish/salmon/source/949E2F7A-2DCD-4D7D-BD1D-846B67944652.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"7a66d353-58be-4f4b-a0fa-80ff7c2f96c9";"Roses de saumon tradition 28";"/images/terminal-3/fish/salmon/source/C5C183C9-832B-4F68-A13D-2165B46B3D88 3.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"5dc5c175-fd6a-405a-8d7a-5f96f373543c";"Toast de saumon sélection 29";"/images/terminal-3/fish/salmon/source/C5C183C9-832B-4F68-A13D-2165B46B3D88.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"72e5ac72-0a90-4c89-86d0-64fe4163d965";"Saumon fumé d'Écosse artisanal 30";"/images/terminal-3/fish/salmon/source/CC647D86-6227-4DEE-894B-5FD36C6A0AC4 3.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"f7ac5545-8781-4649-9d7d-d7a5b01c2a6e";"Saumon gravlax fumé 31";"/images/terminal-3/fish/salmon/source/CC647D86-6227-4DEE-894B-5FD36C6A0AC4.PNG";"Image source exposée";"1";"Poissons fumés"
"c6e24b3c-b31b-4cdc-8e61-d4626fb27665";"Saumon fumé norvégien premium 32";"/images/terminal-3/fish/salmon/source/E0920E77-C6CA-4328-9DFF-36411455B7C3 3.PNG";"Image source exposée";"1";"Poissons fumés"
"8a36da60-7766-40e4-b729-595f8c06a828";"Truite fumée maison 33";"/images/terminal-3/fish/salmon/source/E0920E77-C6CA-4328-9DFF-36411455B7C3.PNG";"Image source exposée";"1";"Poissons fumés"
"3cdeae5b-a962-4267-b414-386f44a1c5b4";"Maquereau fumé coup de cœur 34";"/images/terminal-3/fish/salmon/source/ED10A42B-CAD4-4943-BE4A-D020CE2900AF 3.PNG";"Image source exposée";"1";"Poissons fumés"
"188faf37-5c45-4b6e-90be-1ead80a0fa08";"Hareng fumé tradition 35";"/images/terminal-3/fish/salmon/source/ED10A42B-CAD4-4943-BE4A-D020CE2900AF.PNG";"Image source exposée";"1";"Poissons fumés"
"ef684ca6-d089-4f15-a7ba-56fcec2d54d5";"Sardine fumée sélection 36";"/images/terminal-3/fish/salmon/source/1250CF29-FB26-43A8-9382-B83E5FEF0D83 3.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"a03a5916-2aff-4f92-9874-2fe7878c2997";"Filet de saumon artisanal 37";"/images/terminal-3/fish/salmon/source/1250CF29-FB26-43A8-9382-B83E5FEF0D83.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"08a5a292-60fd-4e5e-a3c6-7d7660a26471";"Roses de saumon fumé 38";"/images/terminal-3/fish/salmon/source/1F0CF3D9-84A2-4B72-B354-7437D09B7A84 3.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"4f5fa2d7-a7a8-4fe9-bd52-0e1a97c75f32";"Toast de saumon premium 39";"/images/terminal-3/fish/salmon/source/1F0CF3D9-84A2-4B72-B354-7437D09B7A84.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"1b5ec132-1e09-415d-bbae-1e63ada68f29";"Saumon fumé d'Écosse maison 40";"/images/terminal-3/fish/salmon/source/3BA6E8D1-2572-46D3-8DD9-463E2A0E137E.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"90d42ae9-a93f-499c-b27f-a6eaf04180b1";"Saumon gravlax coup de cœur 41";"/images/terminal-3/fish/salmon/source/673CDBC2-BE2E-45C3-8DF0-E2C289095255 3.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"2eff4f0e-5875-40e8-971d-c598c4a33388";"Saumon fumé norvégien tradition 42";"/images/terminal-3/fish/salmon/source/673CDBC2-BE2E-45C3-8DF0-E2C289095255.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"ab406104-4629-4a45-8ec5-a78ba26dc625";"Truite fumée sélection 43";"/images/terminal-3/fish/salmon/source/8E247F31-CC39-418A-B6D0-75F2795FABE2 3.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"238870cb-8d78-453f-bba2-766f7f2f5c72";"Maquereau fumé artisanal 44";"/images/terminal-3/fish/salmon/source/8E247F31-CC39-418A-B6D0-75F2795FABE2.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"aceff398-0a38-46a8-ab95-ffd1cfd7cc32";"Hareng fumé fumé 45";"/images/terminal-3/fish/salmon/source/949E2F7A-2DCD-4D7D-BD1D-846B67944652 3.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"af288b16-e11c-4440-a328-ea6ebcc11227";"Sardine fumée premium 46";"/images/terminal-3/fish/salmon/source/949E2F7A-2DCD-4D7D-BD1D-846B67944652.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"f67c7fc0-d165-492e-a65d-196a327292da";"Filet de saumon maison 47";"/images/terminal-3/fish/salmon/source/C5C183C9-832B-4F68-A13D-2165B46B3D88 3.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"8228a4fc-caa2-452a-92d3-52c74598298f";"Roses de saumon coup de cœur 48";"/images/terminal-3/fish/salmon/source/C5C183C9-832B-4F68-A13D-2165B46B3D88.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"c3d7c21a-2e40-4025-b082-cabf6768444e";"Toast de saumon tradition 49";"/images/terminal-3/fish/salmon/source/CC647D86-6227-4DEE-894B-5FD36C6A0AC4 3.PNG";"Image générique utilisée par plusieurs produits";"2";"Poissons fumés"
"55a9954c-257c-456f-8b5a-694a962f79bc";"Plateau végétarien artisanal 1";"/images/terminal-3/platters/charcuterie/platter-charcuterie-01.webp";"Image générique utilisée par plusieurs produits";"11";"Plateaux"
"5c63100a-5d3b-427e-af61-fa9d07d1bf56";"Plateau réception 12 personnes premium 3";"/images/terminal-3/platters/charcuterie/platter-charcuterie-03.webp";"Image générique utilisée par plusieurs produits";"11";"Plateaux"
"05151d92-279b-41b7-90ad-3fb905278f4e";"Plateau mixte saumon & charcuterie maison 4";"/images/terminal-3/platters/charcuterie/source/0C224C39-FAC8-4D79-93AC-3CE2976D80EF.PNG";"Image générique utilisée par plusieurs produits";"11";"Plateaux"
"dbcfe3a4-fde9-4933-acf0-25602f8ed67d";"Plateau saumon prestige coup de cœur 5";"/images/terminal-3/platters/charcuterie/source/13061506-D5BF-4F53-97AD-965114D7B4BD.PNG";"Image générique utilisée par plusieurs produits";"12";"Plateaux"
"68237229-fbbf-4634-b910-ea3625fea5b2";"Plateau charcuterie tradition tradition 6";"/images/terminal-3/platters/charcuterie/source/4F7E2465-86D8-4241-8DC1-4CA947FCF77E.PNG";"Image générique utilisée par plusieurs produits";"12";"Plateaux"
"2d40fc2a-30ee-4b85-a622-faa218854972";"Plateau végétarien sélection 7";"/images/terminal-3/platters/mixed/platters-mixed-02.webp";"Image générique utilisée par plusieurs produits";"2";"Plateaux"
"f2cdf686-8bb9-47de-86db-d4ea559edeb6";"Plateau mixte saumon & charcuterie premium 10";"/images/terminal-3/platters/charcuterie/platter-charcuterie-01.webp";"Image générique utilisée par plusieurs produits";"11";"Plateaux"
"9b968153-7835-4dfe-a511-100d0ad586c6";"Plateau saumon prestige maison 11";"/images/terminal-3/platters/charcuterie/platter-charcuterie-02.webp";"Image générique utilisée par plusieurs produits";"10";"Plateaux"
"3f36d093-dfc5-4660-b1bc-4acbe6d081cd";"Plateau charcuterie tradition coup de cœur 12";"/images/terminal-3/platters/charcuterie/platter-charcuterie-03.webp";"Image générique utilisée par plusieurs produits";"11";"Plateaux"
"d03e62c2-458f-463b-bde4-d3e5bb722ec4";"Plateau végétarien tradition 13";"/images/terminal-3/platters/charcuterie/source/0C224C39-FAC8-4D79-93AC-3CE2976D80EF.PNG";"Image générique utilisée par plusieurs produits";"11";"Plateaux"
"69afdcb7-b9dd-48a5-af94-0e607611c69c";"Plateau réception 8 personnes sélection 14";"/images/terminal-3/platters/charcuterie/source/13061506-D5BF-4F53-97AD-965114D7B4BD.PNG";"Image générique utilisée par plusieurs produits";"12";"Plateaux"
"e1e48a18-5a77-4618-8fce-223e2118d41b";"Plateau réception 12 personnes artisanal 15";"/images/terminal-3/platters/charcuterie/source/4F7E2465-86D8-4241-8DC1-4CA947FCF77E.PNG";"Image générique utilisée par plusieurs produits";"12";"Plateaux"
